Directory Name,Species,Common name,Other species names,Species Taxonomy ID,Taxonomic Lineage,Assembly name,NCBI accession,Source of assembly,NCBI assembly name,NCBI assembly status,Assembly submission date,Assembly submitter organization,contig N50 (bp),scaffold N50 (bp),No. ancestral genes with intact ORF,No. ancestral genes with inactivating mutations,No. ancestral genes with missing sequences
Plecturocebus_cinerascens__Ashy_titi__HLpleCin1__GCA_963573415.1,Plecturocebus cinerascens,Ashy titi,Callicebus cinerascens,1812037,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Callicebinae; Plecturocebus,HLpleCin1,GCA_963573415.1,NCBI,PGDP_PleCin,Scaffold,2023-11-01,IBE(CSIC-UNIVERSITAT POMPEU FABRA),46753,46753,13046.0,801.0,1349.0
Plecturocebus_cupreus__Coppery_titi__HLpleCup1__GCA_040437455.1,Plecturocebus cupreus,Coppery titi,"Callicebus cupreus,Callithrix cuprea",202457,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Callicebinae; Plecturocebus,HLpleCup1,GCA_040437455.1,NCBI,PleCup_hybrid,Chromosome,2024-07-02,Arizona State University,16955781,130776705,14853.0,317.0,26.0
Plecturocebus_donacophilus__Bolivian_titi__HLpleDon1__GCA_004027715.1,Plecturocebus donacophilus,Bolivian titi,"white-eared titi,Callicebus moloch donacophilus,Bolivian gray titi,Callicebus donacophilus",230833,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Callicebinae; Plecturocebus,HLpleDon1,GCA_004027715.1,NCBI,CalDon_v1_BIUU,Scaffold,2019-01-16,Broad Institute,41149,46445,13186.0,809.0,1201.0
Plecturocebus_dubius__Primates__HLpleDub1__GCA_963575235.1,Plecturocebus dubius,Primates,,2946520,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Callicebinae; Plecturocebus,HLpleDub1,GCA_963575235.1,NCBI,PGDP_PleDub,Scaffold,2023-11-01,IBE(CSIC-UNIVERSITAT POMPEU FABRA),48896,48896,13080.0,797.0,1319.0
Plecturocebus_grovesi__Alta_Floresta_titi_monkey__HLpleGro1__GCA_963574625.1,Plecturocebus grovesi,Alta Floresta titi monkey,Plecturocebus sp. n. HB-2018,2488670,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Callicebinae; Plecturocebus,HLpleGro1,GCA_963574625.1,NCBI,PGDP_PleGro,Scaffold,2023-11-01,IBE(CSIC-UNIVERSITAT POMPEU FABRA),58159,58159,13346.0,759.0,1091.0
Plecturocebus_hoffmannsi__Hoffmanns_titi__HLpleHof1__GCA_963575245.1,Plecturocebus hoffmannsi,Hoffmanns titi,"Callicebus hoffmannsi,Callicebus hoffmansi",78255,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Callicebinae; Plecturocebus,HLpleHof1,GCA_963575245.1,NCBI,PGDP_PleHof,Scaffold,2023-11-01,IBE(CSIC-UNIVERSITAT POMPEU FABRA),46107,46114,13055.0,825.0,1316.0
Plecturocebus_miltoni__Miltons_titi__HLpleMil1__GCA_963575275.1,Plecturocebus miltoni,Miltons titi,Callicebus miltoni,1812038,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Callicebinae; Plecturocebus,HLpleMil1,GCA_963575275.1,NCBI,PGDP_PleMil,Scaffold,2023-11-01,IBE(CSIC-UNIVERSITAT POMPEU FABRA),54303,54303,13251.0,789.0,1156.0
Plecturocebus_moloch__Red-bellied_titi__HLpleMol1__GCA_963574105.1,Plecturocebus moloch,Red-bellied titi,"Dusky titi,Callicebus moloch",9523,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Callicebinae; Plecturocebus,HLpleMol1,GCA_963574105.1,NCBI,PGDP_PleMol,Scaffold,2023-11-01,IBE(CSIC-UNIVERSITAT POMPEU FABRA),61113,61113,13445.0,708.0,1043.0
Cacajao_ayresi__Primates__HLcacAyr1__GCA_963573425.1,Cacajao ayresi,Primates,Cacajao sp. IPF-2008_ay,535896,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Cacajao,HLcacAyr1,GCA_963573425.1,NCBI,PGDP_CacAyr,Scaffold,2023-10-31,IBE(CSIC-UNIVERSITAT POMPEU FABRA),76643,76643,13896.0,426.0,874.0
Cacajao_calvus__Bald_Uacari__HLcacCal1__GCA_963573955.1,Cacajao calvus,Bald Uacari,"Simia calva,red uakari",30596,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Cacajao,HLcacCal1,GCA_963573955.1,NCBI,PGDP_CacCal,Scaffold,2023-10-31,IBE(CSIC-UNIVERSITAT POMPEU FABRA),68772,68795,13722.0,482.0,992.0
Cacajao_hosomi__Primates__HLcacHos1__GCA_963573795.1,Cacajao hosomi,Primates,Cacajao sp. IPF-2008_ho,535897,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Cacajao,HLcacHos1,GCA_963573795.1,NCBI,PGDP_CacHos,Scaffold,2023-10-31,IBE(CSIC-UNIVERSITAT POMPEU FABRA),71453,71457,13745.0,478.0,973.0
Cacajao_melanocephalus__Black-headed_Uacari__HLcacMel1__GCA_963573385.1,Cacajao melanocephalus,Black-headed Uacari,"black uakari,Cacajao ouakary,Simia melanocephala",70825,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Cacajao,HLcacMel1,GCA_963573385.1,NCBI,PGDP_CacMel,Scaffold,2023-11-01,IBE(CSIC-UNIVERSITAT POMPEU FABRA),71276,71282,13772.0,435.0,989.0
Chiropotes_israelita__Primates__HLchiIsr1__GCA_963573965.1,Chiropotes israelita,Primates,,280163,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Chiropotes,HLchiIsr1,GCA_963573965.1,NCBI,PGDP_ChiIsr,Scaffold,2023-11-01,IBE(CSIC-UNIVERSITAT POMPEU FABRA),61605,61606,13600.0,427.0,1169.0
Chiropotes_sagulatus__Primates__HLchiSag1__GCA_963574175.1,Chiropotes sagulatus,Primates,Chiropotes chiropotes sagulata,3134011,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Chiropotes,HLchiSag1,GCA_963574175.1,NCBI,PGDP_ChiSag,Scaffold,2023-11-01,IBE(CSIC-UNIVERSITAT POMPEU FABRA),53522,53527,13404.0,524.0,1268.0
Pithecia_mittermeieri__Mittermeiers_Tapajos_saki__HLpitMit1__GCA_963574975.1,Pithecia mittermeieri,Mittermeiers Tapajos saki,,2946517,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Pithecia,HLpitMit1,GCA_963574975.1,NCBI,PGDP_PitMit,Scaffold,2023-11-02,IBE(CSIC-UNIVERSITAT POMPEU FABRA),46168,46168,13083.0,627.0,1486.0
Pithecia_pithecia__white-faced_saki__HLpitPit1__GCA_004026645.1,Pithecia pithecia,white-faced saki,Guianan saki,43777,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Pithecia,HLpitPit1,GCA_004026645.1,NCBI,PitPit_v1_BIUU,Scaffold,2019-01-16,Broad Institute,63292,83104,14000.0,365.0,831.0
Pithecia_pithecia__white-faced_saki__HLpitPit2__GCA_023779675.1,Pithecia pithecia,white-faced saki,Guianan saki,43777,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Pithecia,HLpitPit2,GCA_023779675.1,NCBI,ASM2377967v1,Contig,2022-06-17,BGI-Shenzhen,10867430,10867430,9795.0,5369.0,32.0
Pithecia_vanzolinii__Vanzolinis_bald-faced_saki__HLpitVan1__GCA_963574005.1,Pithecia vanzolinii,Vanzolinis bald-faced saki,,2946519,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Platyrrhini; Pitheciidae; Pitheciinae; Pithecia,HLpitVan1,GCA_963574005.1,NCBI,PGDP_PitVan,Scaffold,2023-11-01,IBE(CSIC-UNIVERSITAT POMPEU FABRA),44982,44982,13083.0,610.0,1503.0
Carlito_syrichta__Philippine_tarsier__tarSyr2__GCF_000164805.1,Carlito syrichta,Philippine tarsier,Tarsius syrichta,1868482,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Tarsiiformes; Tarsiidae; Carlito,tarSyr2,GCF_000164805.1,NCBI,Tarsius_syrichta-2.0.1,Scaffold,2013-09-18,Washington University (WashU),38165,401181,13172.0,1064.0,960.0
Cephalopachus_bancanus__Horsfields_tarsier__HLcepBan1__GCA_027257055.1,Cephalopachus bancanus,Horsfields tarsier,"Tarsius bancanus,Western tarsier",9477,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Tarsiiformes; Tarsiidae; Cephalopachus,HLcepBan1,GCA_027257055.1,NCBI,ASM2725705v1,Contig,2022-12-23,BGI,5252243,5252243,13655.0,1299.0,242.0
Daubentonia_madagascariensis__aye-aye__HLdauMad1__GCA_004027145.1,Daubentonia madagascariensis,aye-aye,,31869,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Chiromyiformes; Daubentoniidae; Daubentonia,HLdauMad1,GCA_004027145.1,NCBI,DauMad_v1_BIUU,Scaffold,2019-01-16,Broad Institute,298834,379919,14918.0,153.0,125.0
Daubentonia_madagascariensis__aye-aye__HLdauMad2__GCA_023783475.1,Daubentonia madagascariensis,aye-aye,,31869,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Chiromyiformes; Daubentoniidae; Daubentonia,HLdauMad2,GCA_023783475.1,NCBI,ASM2378347v1,Contig,2022-06-17,BGI-Shenzhen,27954151,27954151,14439.0,719.0,38.0
Cheirogaleus_medius__Lesser_dwarf_lemur__HLcheMed1__GCA_008086735.1,Cheirogaleus medius,Lesser dwarf lemur,fat-tailed dwarf lemur,9460,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Cheirogaleus,HLcheMed1,GCA_008086735.1,NCBI,ASM808673v1,Scaffold,2019-08-26,Duke University,34905,48318266,12393.0,1010.0,1793.0
Microcebus_griseorufus__Reddish-gray_mouse_lemur__HLmicGri1__GCA_008750995.1,Microcebus griseorufus,Reddish-gray mouse lemur,,143354,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus,HLmicGri1,GCA_008750995.1,NCBI,Mgri_1.0,Scaffold,2019-09-30,Duke University,16653,16816,9097.0,1447.0,4652.0
Microcebus_lehilahytsara__Mittermeiers_mouse_lemur__HLmicMit1__GCA_008750955.1,Microcebus lehilahytsara,Mittermeiers mouse lemur,Microcebus mittermeieri,236274,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus,HLmicMit1,GCA_008750955.1,NCBI,Mmit_1.0,Scaffold,2019-09-30,Duke University,15314,15314,8969.0,1560.0,4667.0
Microcebus_murinus__Gray_mouse_lemur__HLmicMuri4A__GCF_040939455.1,Microcebus murinus,Gray mouse lemur,grey mouse lemur,30608,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus,HLmicMuri4A,GCF_040939455.1,NCBI,M.murinus_Inina_mat1.0,Chromosome,2025-06-05,Stanford University,102817952,105226355,14950.0,166.0,80.0
Microcebus_ravelobensis__Golden_brown_mouse_lemur__HLmicRav1__GCA_008750975.1,Microcebus ravelobensis,Golden brown mouse lemur,,122231,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus,HLmicRav1,GCA_008750975.1,NCBI,Mrav_1.0,Scaffold,2019-09-30,Duke University,21473,21495,10758.0,933.0,3505.0
Microcebus_sp._3_GT-2019__unclassified_mouse_lemur__HLmicSpe31__GCA_008750915.1,Microcebus sp. 3 GT-2019,unclassified mouse lemur,,2508170,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus,HLmicSpe31,GCA_008750915.1,NCBI,Mjon_1.0,Scaffold,2019-09-30,Duke University,38130,38968,11256.0,708.0,3232.0
Microcebus_tavaratra__Northern_rufous_mouse_lemur__HLmicTav1__GCA_008750935.1,Microcebus tavaratra,Northern rufous mouse lemur,,143351,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus,HLmicTav1,GCA_008750935.1,NCBI,Mtav_1.0,Scaffold,2019-09-30,Duke University,29527,30039,10561.0,896.0,3739.0
Microcebus_murinus__gray_mouse_lemur__micMur3__GCF_000165445.2,Microcebus murinus,gray mouse lemur,grey mouse lemur,30608,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus,micMur3,GCF_000165445.2,NCBI,Mmur_3.0,Chromosome,2017-02-06,Baylor College of Medicine,210702,108171978,14087.0,947.0,162.0
Mirza_coquereli__Coquerels_mouse_lemur__HLmirCoq1__GCA_004024645.1,Mirza coquereli,Coquerels mouse lemur,Microcebus coquereli,47180,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Mirza,HLmirCoq1,GCA_004024645.1,NCBI,MizCoq_v1_BIUU,Scaffold,2019-01-15,Broad Institute,60596,79947,13615.0,451.0,1130.0
Mirza_zaza__Northern_giant_mouse_lemur__HLmirZaz1__GCA_008750895.1,Mirza zaza,Northern giant mouse lemur,,339999,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Mirza,HLmirZaz1,GCA_008750895.1,NCBI,Mzaz_1.0,Scaffold,2019-09-30,Duke University,73499,75843,12277.0,555.0,2364.0
Indri_indri__Indri__HLindInd1__GCA_004363605.1,Indri indri,Indri,,34827,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Indriidae; Indri,HLindInd1,GCA_004363605.1,NCBI,IndInd_v1_BIUU,Scaffold,2019-03-22,Broad Institute,26447,28620,12810.0,879.0,1507.0
Propithecus_coquereli__Coquerels_sifaka__HLproCoq2,Propithecus coquereli,Coquerels sifaka,Propithecus verreauxi coquereli,379532,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Indriidae; Propithecus,HLproCoq2,DNA Zoo Consortium,DNA Zoo Consortium,,,2021-02-02,,15309,148766566,14018.0,362.0,816.0
Eulemur_coronatus__Crowned_lemur__HLeulCoro1__GCA_963574965.1,Eulemur coronatus,Crowned lemur,Lemur coronatus,13514,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Eulemur,HLeulCoro1,GCA_963574965.1,NCBI,PGDP_EulCor,Scaffold,2023-10-30,IBE(CSIC-UNIVERSITAT POMPEU FABRA),44663,44663,13483.0,494.0,1219.0
Eulemur_flavifrons__Sclaters_lemur__HLeulFla1,Eulemur flavifrons,Sclaters lemur,Eulemur macaco flavifrons,87288,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Eulemur,HLeulFla1,DNA Zoo Consortium,DNA Zoo Consortium,,,2020-09-01,,26840,156661540,14375.0,642.0,179.0
Eulemur_fulvus__brown_lemur__HLeulFul1__GCA_004027275.1,Eulemur fulvus,brown lemur,"Lemur fulvus,Petterus fulvus",13515,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Eulemur,HLeulFul1,GCA_004027275.1,NCBI,EulFul_v1_BIUU,Scaffold,2019-01-16,Broad Institute,21310,22561,12595.0,953.0,1648.0
Eulemur_mongoz__mongoose_lemur__HLeulMon1,Eulemur mongoz,mongoose lemur,Lemur mongoz,34828,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Eulemur,HLeulMon1,DNA Zoo Consortium,DNA Zoo Consortium,,,2020-09-08,,37662,82429097,13141.0,747.0,1308.0
Eulemur_rufifrons__Bennetts_brown_lemur__HLeulRuf1__GCA_041146395.1,Eulemur rufifrons,Bennetts brown lemur,,859984,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Eulemur,HLeulRuf1,GCA_041146395.1,NCBI,OSU_ERuf_1,Chromosome,2024-08-16,Oregon State University,89959899,100874195,15059.0,108.0,29.0
Eulemur_macaco__black_lemur__eulMac1__GCA_001262655.1,Eulemur macaco,black lemur,"Petterus macaco,Lemur macaco",30602,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Eulemur,eulMac1,GCA_001262655.1,NCBI,Emacaco_refEf_BWA_oneround,Scaffold,2015-08-06,University of Chicago,20038,405987,14395.0,608.0,193.0
Eulemur_fulvus_collaris__brown_lemur__HLeulCol1,Eulemur fulvus collaris,brown lemur,"Lemur fulvus,Petterus fulvus,Eulemur collaris",47178,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Eulemur; Eulemur fulvus,HLeulCol1,DNA Zoo Consortium,DNA Zoo Consortium,,,2022-07-11,,43549,109878484,13568.0,542.0,1086.0
Hapalemur_alaotrensis__Lac_Alaotra_bamboo_lemur__HLhapAlao1__GCA_963574485.1,Hapalemur alaotrensis,Lac Alaotra bamboo lemur,Hapalemur griseus alaotrensis,3370048,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Hapalemur,HLhapAlao1,GCA_963574485.1,NCBI,PGDP_HapAla,Scaffold,2023-10-30,IBE(CSIC-UNIVERSITAT POMPEU FABRA),36188,36188,13082.0,453.0,1661.0
Lemur_catta__Ring-tailed_lemur__HLlemCat1__GCA_004024665.1,Lemur catta,Ring-tailed lemur,,9447,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Lemur,HLlemCat1,GCA_004024665.1,NCBI,LemCat_v1_BIUU,Scaffold,2019-01-15,Broad Institute,158439,215715,14555.0,297.0,344.0
Lemur_catta__Ring-tailed_lemur__HLlemCat2__GCF_020740605.2,Lemur catta,Ring-tailed lemur,,9447,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Lemur,HLlemCat2,GCF_020740605.2,NCBI,mLemCat1.pri,Chromosome,2021-11-04,Vertebrate Genomes Project,32529614,102162704,14820.0,338.0,38.0
Prolemur_simus__greater_bamboo_lemur__HLproSim1__GCA_003258685.1,Prolemur simus,greater bamboo lemur,"Hapalemur simus,broad-nosed bamboo lemur",1328070,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Prolemur,HLproSim1,GCA_003258685.1,NCBI,Prosim_1.0,Scaffold,2018-06-20,Henry Doorly Zoo & Aquarium,47757,2710671,14867.0,191.0,138.0
Varecia_variegata__ruffed_lemur__HLvarVar1__GCA_028533085.1,Varecia variegata,ruffed lemur,"variegated lemur,Lemur variegatus",9455,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Varecia,HLvarVar1,GCA_028533085.1,NCBI,Varecia_variegata_HiC,Chromosome,2023-02-10,DNA Zoo,40155,128811464,13214.0,665.0,1317.0
Galago_moholi__Moholi_bushbaby__HLgalMoh1__GCA_023783435.1,Galago moholi,Moholi bushbaby,"Galago senegalensis moholi,South African galago",30609,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Galagidae; Galago,HLgalMoh1,GCA_023783435.1,NCBI,ASM2378343v1,Contig,2022-06-17,BGI-Shenzhen,583552,583552,12907.0,1663.0,626.0
Galago_senegalensis__Senegal_galago__HLgalSen1__GCA_963575145.1,Galago senegalensis,Senegal galago,northern lesser bushbaby,9465,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Galagidae; Galago,HLgalSen1,GCA_963575145.1,NCBI,PGDP_GalSen,Scaffold,2023-10-31,IBE(CSIC-UNIVERSITAT POMPEU FABRA),30883,30883,12176.0,754.0,2266.0
Otolemur_crassicaudatus__thick-tailed_bush_baby__HLotoCra1,Otolemur crassicaudatus,thick-tailed bush baby,"thick-tailed galago,Galago crassicaudatus,greater galago",9463,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Galagidae; Otolemur,HLotoCra1,DNA Zoo Consortium,DNA Zoo Consortium,,,2022-05-23,,73053,91872397,14023.0,469.0,704.0
Otolemur_garnettii__small-eared_galago__otoGar3__GCF_000181295.1,Otolemur garnettii,small-eared galago,"Galago garnetti,Galago garnettii",30611,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Galagidae; Otolemur,otoGar3,GCF_000181295.1,NCBI,OtoGar3,Scaffold,2011-03-16,"Broad Institute of MIT and Harvard, USA, Cambridge",27100,13852661,14582.0,331.0,283.0
Loris_tardigradus__slender_loris__HLlorTar1__GCA_023783135.1,Loris tardigradus,slender loris,,9468,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Lorisidae; Loris,HLlorTar1,GCA_023783135.1,NCBI,ASM2378313v1,Contig,2022-06-17,BGI-Shenzhen,7727436,7727436,13826.0,1301.0,69.0
Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1__GCA_023898255.1,Nycticebus bengalensis,Bengal slow loris,,261741,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Lorisidae; Nycticebus,HLnycBen1,GCA_023898255.1,NCBI,ASM2389825v1,Chromosome,2022-06-27,BGI-Shenzhen,19794679,128767214,11322.0,3811.0,63.0
Nycticebus_coucang__slow_loris__HLnycCou2__GCF_027406575.1,Nycticebus coucang,slow loris,Tardigradus coucang,9470,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Lorisidae; Nycticebus,HLnycCou2,GCF_027406575.1,NCBI,mNycCou1.pri,Chromosome,2022-12-28,Vertebrate Genomes Project,41197715,135917784,15024.0,163.0,9.0
Xanthonycticebus_pygmaeus__pygmy_slow_loris__HLxanPyg1,Xanthonycticebus pygmaeus,pygmy slow loris,"Nycticebus intermedius,Nycticebus pygmaeus",101278,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Lorisidae; Xanthonycticebus,HLxanPyg1,ngdc.cncb.ac.cn/bioproject/browse/PRJCA003786,https://ngdc.cncb.ac.cn/bioproject/browse/PRJCA003786,,,2023-06-06,,4739222,4739222,11190.0,3729.0,277.0
Tupaia_chinensis__Chinese_tree_shrew__HLtupChi2__GCA_033439345.1,Tupaia chinensis,Chinese tree shrew,Tupaia belangeri chinensis,246437,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Scandentia; Tupaiidae; Tupaia,HLtupChi2,GCA_033439345.1,NCBI,KIZ version 2,Chromosome,2023-11-09,"Kunming Institution of Zoology, CAS",3217288,104643080,13175.0,1907.0,114.0
Tupaia_tana__large_tree_shrew__HLtupTan1__GCA_026018925.1,Tupaia tana,large tree shrew,,70687,Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Scandentia; Tupaiidae; Tupaia,HLtupTan1,GCA_026018925.1,"NCBI, JoanaDamas",,,2021-06-15,,7425133,112954644,14473.0,661.0,62.0
Antilocapra_americana__pronghorn__HLantAme1__GCA_007570785.1,Antilocapra americana,pronghorn,,9891,Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Antilocapridae; Antilocapra,HLantAme1,GCA_007570785.1,NCBI,GSC_phorn_1.0,Scaffold,2019-07-12,Canada's Genomic Enterprise,220431,18739554,14782.0,317.0,97.0
