Species,Common_Name,Directory_Name,NCBI_Accession,Assembly_Status,Contig_N50,Scaffold_N50,Intact_ORFs
Mus spicilegus,steppe mouse,Mus_spicilegus__steppe_mouse__HLmusSpi1__GCA_003336285.1,GCA_003336285.1,Scaffold,30918,2198966,14408.0
Mus spretus,Western wild mouse,Mus_spretus__Western_wild_mouse__HLmusSpr2__GCA_921997135.2,GCA_921997135.2,Chromosome,10023970,129120363,14885.0
Muscardinus avellanarius,Hazel dormouse,Muscardinus_avellanarius__Hazel_dormouse__HLmusAvel2__GCA_963383645.1,GCA_963383645.1,Chromosome,2432660,119481734,14911.0
Muscicapa striata striata,Spotted flycatcher,Muscicapa_striata_striata__Spotted_flycatcher__HLmusStriStr1__GCA_030060385.1,GCA_030060385.1,Contig,3249550,3249550,
Mustela erminea,ermine,Mustela_erminea__ermine__HLmusErm1__GCA_009829155.1,GCA_009829155.1,Chromosome,36329944,130149454,14832.0
Mustela eversmannii,Steppe polecat,Mustela_eversmannii__Steppe_polecat__HLmusEve1__GCA_963422785.1,GCA_963422785.1,Scaffold,247290,64250083,13960.0
Mustela lutreola,European mink,Mustela_lutreola__European_mink__HLmusLut1__GCF_030435805.1,GCF_030435805.1,Chromosome,83356672,154078643,15032.0
Mustela nigripes,black-footed ferret,Mustela_nigripes__black-footed_ferret__HLmusNig1__GCA_022355385.1,GCA_022355385.1,Chromosome,148763,145433501,14818.0
Mustela nivalis,Least weasel,Mustela_nivalis__Least_weasel__HLmusNiva2A__GCA_964662115.1,GCA_964662115.1,Chromosome,1161649,115392379,14832.0
Mustela putorius furo,domestic ferret,Mustela_putorius_furo__domestic_ferret__HLmusFur2__GCA_011764305.1,GCA_011764305.1,Contig,23598655,23598655,14859.0
Mustela sibirica,Siberian weasel,Mustela_sibirica__Siberian_weasel__HLmusSibi1__GCA_048197585.1,GCA_048197585.1,Scaffold,37900,48136,13610.0
Mustela strigidorsa,Black-striped weasel,Mustela_strigidorsa__Black-striped_weasel__HLmusStr1__GCA_048197275.1,GCA_048197275.1,Chromosome,189835,113335649,14169.0
Mycteria americana,Wood stork,Mycteria_americana__Wood_stork__HLmycAmer1__GCF_035582795.1,GCF_035582795.1,Chromosome,36845572,80020930,
Myiagra hebetior,Mussau flycatcher,Myiagra_hebetior__Mussau_flycatcher__HLmyiHeb1__GCA_013397015.1,GCA_013397015.1,Scaffold,66181,831089,
Myiopsitta monachus,monk parakeet,Myiopsitta_monachus__monk_parakeet__HLmyiMon2__GCA_017639245.1,GCA_017639245.1,Chromosome,22647286,75716676,
Myocastor coypus,coypu,Myocastor_coypus__coypu__HLmyoCoy2,DNA Zoo Consortium,,3975994,138704734,14563.0
Myodes glareolus,Bank vole,Myodes_glareolus__Bank_vole__HLmyoGlar3__GCA_982192425.1,GCA_982192425.1,Chromosome,14620921,90684812,14777.0
Myospalax aspalax,False zokor,Myospalax_aspalax__False_zokor__HLmyoAspa1__GCA_049190835.1,GCA_049190835.1,Chromosome,37952886,89298488,14840.0
Myospalax psilurus,Transbaikal zokor,Myospalax_psilurus__Transbaikal_zokor__HLmyoPsil1__GCA_049190895.1,GCA_049190895.1,Chromosome,23106468,76917133,14849.0
Myotis brandtii,Brandts myotis bat,Myotis_brandtii__Brandts_myotis_bat__myoBra1__GCF_000412655.1,GCF_000412655.1,Scaffold,23289,3225832,12083.0
Myotis daubentonii,Daubentons bat,Myotis_daubentonii__Daubentons_bat__HLmyoDau2__GCF_963259705.1,GCF_963259705.1,Chromosome,3062752,102234773,14841.0
Myotis davidii,Davids myotis bat,Myotis_davidii__Davids_myotis_bat__myoDav1__GCF_000327345.1,GCF_000327345.1,Scaffold,15182,3454484,11186.0
Myotis emarginatus,Geoffroys bat,Myotis_emarginatus__Geoffroys_bat__HLmyoEmar2A__GCA_965115925.2,GCA_965115925.2,Chromosome,48680186,99609134,14814.0
Myotis findleyi,Findleys myotis,Myotis_findleyi__Findleys_myotis__HLmyoFin1__GCA_038630795.1,GCA_038630795.1,Scaffold,60830,92497854,13268.0
Myotis lucifugus,little brown bat,Myotis_lucifugus__little_brown_bat__HLmyoLuc1,DNA Zoo Consortium,,61531,95464383,11072.0
Myotis myotis,greater mouse-eared bat,Myotis_myotis__greater_mouse-eared_bat__HLmyoMyo6__GCA_014108235.1,GCA_014108235.1,,11795106,94448911,14837.0
Myotis mystacinus,Whiskered bat,Myotis_mystacinus__Whiskered_bat__HLmyoMyst3A__GCA_964094495.3,GCA_964094495.3,Chromosome,28343623,100246715,14919.0
Myotis nattereri,Natterers bat,Myotis_nattereri__Natterers_bat__HLmyoNat1A__GCA_964212035.1,GCA_964212035.1,Chromosome,2065327,101144875,14842.0
Myotis nesopolus,Cucacao Myotis,Myotis_nesopolus__Cucacao_Myotis__HLmyoNeso1A__GCA_054855985.1,GCA_054855985.1,Chromosome,49124421,105520506,14801.0
Myotis pilosus,Ricketts big-footed Myotis,Myotis_pilosus__Ricketts_big-footed_Myotis__HLmyoRic2__GCA_036010255.1,GCA_036010255.1,Contig,79957542,79957542,14934.0
Myotis planiceps,flat-headed Myotis,Myotis_planiceps__flat-headed_Myotis__HLmyoPla1__GCA_036250175.1,GCA_036250175.1,Scaffold,13500,83203680,6350.0
Myotis septentrionalis,Northern long-eared myotis,Myotis_septentrionalis__Northern_long-eared_myotis__HLmyoSep1,DNA Zoo Consortium,,205441,96689946,13494.0
Myotis vivesi,fish-eating bat,Myotis_vivesi__fish-eating_bat__HLmyoViv1__GCA_035771395.1,GCA_035771395.1,Scaffold,68740,91830945,13983.0
Myotis yumanensis,Yuma myotis,Myotis_yumanensis__Yuma_myotis__HLmyoYum1B__GCA_028538775.1,GCA_028538775.1,Scaffold,28025655,99144700,14131.0
Myrmecophaga tridactyla,giant anteater,Myrmecophaga_tridactyla__giant_anteater__HLmyrTri2,DNA Zoo Consortium,,1101534,111305850,15016.0
Myuchelys georgesi,Bellinger river turtle,Myuchelys_georgesi__Bellinger_river_turtle__HLmyuGeor1__GCA_040894355.2,GCA_040894355.2,Chromosome,56181416,123447689,
Myzomela cardinalis,Cardinal Myzomela,Myzomela_cardinalis__Cardinal_Myzomela__HLmyzCard1__GCA_051294465.1,GCA_051294465.1,Chromosome,19065458,72951082,
Myzomela tristrami,Sooty myzomela,Myzomela_tristrami__Sooty_myzomela__HLmyzTris1__GCA_051294455.1,GCA_051294455.1,Chromosome,29690660,74714370,
Nanger dama,Dama gazelle,Nanger_dama__Dama_gazelle__HLnanDam2__GCA_917880005.1,GCA_917880005.1,Scaffold,37125998,37125998,4462.0
Nanger dama ruficollis,Dama gazelle,Nanger_dama_ruficollis__Dama_gazelle__HLnanDamRuf3,DNA Zoo Consortium,,549883,156272796,14782.0
Nanger granti,Grants gazelle,Nanger_granti__Grants_gazelle__HLnanGra1__GCA_006408635.1,GCA_006408635.1,Scaffold,7454,528456,12916.0
Nannopterum auritus,double-crested cormorant,Nannopterum_auritus__double-crested_cormorant__HLnanAur1__GCA_002173455.1,GCA_002173455.1,Scaffold,97559,1990987,
Nannopterum harrisi,Galapagos flightless cormorant,Nannopterum_harrisi__Galapagos_flightless_cormorant__HLnanHar1__GCA_002173475.1,GCA_002173475.1,Scaffold,100243,4648443,
Nannospalax galili,Upper Galilee mountains blind mole rat,Nannospalax_galili__Upper_Galilee_mountains_blind_mole_rat__nanGal1__GCF_000622305.1,GCF_000622305.1,Scaffold,30353,3618479,14290.0
Nasalis larvatus,proboscis monkey,Nasalis_larvatus__proboscis_monkey__nasLar1__GCA_000772465.1,GCA_000772465.1,Chromosome,13295,137426304,8538.0
Nasua narica,White-nosed coati,Nasua_narica__White-nosed_coati__HLnasNar1,DNA Zoo Consortium,,64078,119764535,13639.0
Natator depressus,Flatback sea turtle,Natator_depressus__Flatback_sea_turtle__HLnatDepr1A__GCF_965152275.1,GCF_965152275.1,Chromosome,77014821,134157645,
Necrosyrtes monachus,Hooded vulture,Necrosyrtes_monachus__Hooded_vulture__HLnecMona1__GCA_037953605.1,GCA_037953605.1,Scaffold,25204291,27959869,
Neodon fuscus,Smokey vole,Neodon_fuscus__Smokey_vole__HLneoFus1__GCA_047571435.1,GCA_047571435.1,Chromosome,25369699,83801500,14882.0
Neodon shergylaensis,Shergyla mountain vole,Neodon_shergylaensis__Shergyla_mountain_vole__HLneoShe1__GCA_025134845.1,GCA_025134845.1,Scaffold,52341,10847872,14179.0
Neoeptesicus chiriquinus,Chiriquinan serotine,Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1,GCA_054100705.1,Chromosome,43086391,104867932,14776.0
Neoeptesicus furinalis,Argentine brown bat,Neoeptesicus_furinalis__Argentine_brown_bat__HLneoFuri1A__GCA_054644455.1,GCA_054644455.1,Chromosome,55411905,103997655,14876.0
Neofelis diardi,Sunda clouded leopard,Neofelis_diardi__Sunda_clouded_leopard__HLneoDia1__GCA_027422475.1,GCA_027422475.1,Scaffold,49020,1386763,14654.0
Neofelis nebulosa,Clouded leopard,Neofelis_nebulosa__Clouded_leopard__HLneoNeb2__GCF_028018385.1,GCF_028018385.1,Chromosome,51579577,150204169,15004.0
Neogale vison,American mink,Neogale_vison__American_mink__HLneoViso3A__GCA_964106545.1,GCA_964106545.1,Chromosome,1439238,221119109,14952.0
Neomonachus schauinslandi,Hawaiian monk seal,Neomonachus_schauinslandi__Hawaiian_monk_seal__neoSch1__GCF_002201575.1,GCF_002201575.1,Scaffold,112698,29518589,14378.0
Neomorphus geoffroyi,Rufous vented ground cuckoo,Neomorphus_geoffroyi__Rufous_vented_ground_cuckoo__HLneoGeo1__GCA_033558235.1,GCA_033558235.1,,23989336,23989336,
Neopelma chrysocephalum,saffron-crested tyrant-manakin,Neopelma_chrysocephalum__saffron-crested_tyrant-manakin__HLneoChr1__GCA_003984885.2,GCA_003984885.2,Scaffold,237029,10517223,
Neophema chrysogaster,Orange-bellied parrot,Neophema_chrysogaster__Orange-bellied_parrot__HLneoChry1__GCA_047054915.1,GCA_047054915.1,Scaffold,7607663,104053508,
Neophocaena sunameri,East Asian finless porpoise,Neophocaena_sunameri__East_Asian_finless_porpoise__HLneoAsiSun2__GCA_026225855.1,GCA_026225855.1,Chromosome,84691504,122398165,14676.0
Neopipo cinnamomea,Cinnamon manakin,Neopipo_cinnamomea__Cinnamon_manakin__HLneoCin1__GCA_013397415.1,GCA_013397415.1,Scaffold,43146,485965,
Neopsephotus bourkii,Bourkes parrot,Neopsephotus_bourkii__Bourkes_parrot__HLneoBou1__GCF_033783945.1,GCF_033783945.1,Scaffold,4340454,4953402,
Neotoma floridana,Eastern woodrat,Neotoma_floridana__Eastern_woodrat__HLneoFlor1A__GCA_050000055.1,GCA_050000055.1,Chromosome,28556977,95007747,14901.0
Neotoma lepida,desert woodrat,Neotoma_lepida__desert_woodrat__HLneoLep1__GCA_001675575.1,GCA_001675575.1,Scaffold,9584,151693,12269.0
Neotomodon alstoni,Mexican volcano mouse,Neotomodon_alstoni__Mexican_volcano_mouse__HLneoAls1,DNA Zoo Consortium,,51626,91625725,9423.0
Neotragus moschatus,suni,Neotragus_moschatus__suni__HLneoMos1__GCA_006410615.1,GCA_006410615.1,Scaffold,59277,952090,10295.0
Neotragus pygmaeus,royal antelope,Neotragus_pygmaeus__royal_antelope__HLneoPyg1__GCA_006410875.1,GCA_006410875.1,Scaffold,30751,363895,9271.0
Nesoenas mayeri,Pink pigeon,Nesoenas_mayeri__Pink_pigeon__HLnesMay1__GCA_963082525.1,GCA_963082525.1,Chromosome,4840756,78184682,
Nesoenas picturatus,Madagascar turtle-dove,Nesoenas_picturatus__Madagascar_turtle-dove__HLnesPict1__GCA_053455885.1,GCA_053455885.1,Contig,33114301,33114301,
Nesogale talazaci,Talazacs shrew tenrec,Nesogale_talazaci__Talazacs_shrew_tenrec__HLmicTal1__GCA_004026705.1,GCA_004026705.1,Scaffold,56946,65143,11202.0
Nesospiza acunhae,Inaccessible Island finch,Nesospiza_acunhae__Inaccessible_Island_finch__HLnesAcu1__GCA_013398715.1,GCA_013398715.1,Scaffold,38571,1027905,
Nestor notabilis,Kea,Nestor_notabilis__Kea__HLnesNot1__GCA_000696875.1,GCA_000696875.1,Scaffold,26546,61475,
Netta peposaca,Rosy-billed pochard,Netta_peposaca__Rosy-billed_pochard__HLnetPepo1__GCA_051419195.1,GCA_051419195.1,Scaffold,15217,75817134,
Netta rufina,Red-crested pochard,Netta_rufina__Red-crested_pochard__HLnetRuf1__GCA_964035555.1,GCA_964035555.1,Chromosome,3347974,77261329,
Nettapus auritus,African pygmy goose,Nettapus_auritus__African_pygmy_goose__HLnetAur1__GCA_011076525.1,GCA_011076525.1,Chromosome,105147,26011715,
Nicator chloris,Western nicator,Nicator_chloris__Western_nicator__HLnicChl1__GCA_013400495.1,GCA_013400495.1,Scaffold,56498,99492,
Nilgiritragus hylocrius,Nilgiri tahr,Nilgiritragus_hylocrius__Nilgiri_tahr__HLhemHyl1__GCA_004026825.1,GCA_004026825.1,Scaffold,66552,85340,14357.0
Nipponia nippon,crested ibis,Nipponia_nippon__crested_ibis__nipNip1__GCF_000708225.1,GCF_000708225.1,Scaffold,29116,5211696,
Nisaetus nipalensis,mountain hawk-eagle,Nisaetus_nipalensis__mountain_hawk-eagle__HLnisNip1__GCA_012487455.1,GCA_012487455.1,Scaffold,56477,116003,
Noctilio leporinus,greater bulldog bat,Noctilio_leporinus__greater_bulldog_bat__HLnocLep1__GCA_004026585.1,GCA_004026585.1,Scaffold,135651,191494,14095.0
Nomascus leucogenys,Northern white-cheeked gibbon,Nomascus_leucogenys__Northern_white-cheeked_gibbon__HLnomLeuc5__GCA_040113115.1,GCA_040113115.1,Chromosome,102188915,124246014,15109.0
Nomascus siki,southern white-cheeked gibbon,Nomascus_siki__southern_white-cheeked_gibbon__HLnomSik1__GCA_023783065.1,GCA_023783065.1,Scaffold,8523852,19995890,13665.0
Notamacropus eugenii,Tammar wallaby,Notamacropus_eugenii__Tammar_wallaby__HLnotEuge4__GCF_028372415.1,GCF_028372415.1,Chromosome,15255043,489668034,
Nothocercus julius,Tawny breasted tinamou,Nothocercus_julius__Tawny_breasted_tinamou__HLnotJul1__GCA_013398735.1,GCA_013398735.1,Scaffold,37646,4059565,
Nothocercus nigrocapillus,Hooded tinamou,Nothocercus_nigrocapillus__Hooded_tinamou__HLnotNig1__GCA_013398345.1,GCA_013398345.1,Scaffold,31010,2648942,
Nothoprocta ornata,Ornate tinamou,Nothoprocta_ornata__Ornate_tinamou__HLnotOrn1__GCA_013398335.1,GCA_013398335.1,Scaffold,47308,3788443,
Nothoprocta pentlandii,Andean tinamou,Nothoprocta_pentlandii__Andean_tinamou__HLnotPen1__GCA_013398315.1,GCA_013398315.1,Scaffold,45203,1104275,
Nothoprocta perdicaria,Chilean tinamou,Nothoprocta_perdicaria__Chilean_tinamou__HLnotPer1__GCA_003342845.1,GCA_003342845.1,Scaffold,95599,3369196,
Notiomystis cincta,Stitchbird,Notiomystis_cincta__Stitchbird__HLnotCin1__GCA_013398075.1,GCA_013398075.1,Scaffold,50117,154199,
Numenius arquata,Eurasian curlew,Numenius_arquata__Eurasian_curlew__HLnumArq1A__GCA_964106895.1,GCA_964106895.1,Chromosome,2605715,63363742,
Numida meleagris,helmeted guineafowl,Numida_meleagris__helmeted_guineafowl__HLnumMel2__GCA_014595935.1,GCA_014595935.1,Scaffold,14170429,98083000,
Nyctalus aviator,birdlike noctule,Nyctalus_aviator__birdlike_noctule__HLnycAvi1__GCA_036971965.1,GCA_036971965.1,Chromosome,61249120,101856247,14770.0
Nyctalus leisleri,Lesser noctule,Nyctalus_leisleri__Lesser_noctule__HLnycLeis2A__GCA_964264875.2,GCA_964264875.2,Chromosome,26125689,95320580,14785.0
Nyctereutes procyonoides,raccoon dog,Nyctereutes_procyonoides__raccoon_dog__HLnycPro4__GCA_905146905.1,GCA_905146905.1,Scaffold,35077230,53959811,14720.0
Nyctibius bracteatus,Rufous potoo,Nyctibius_bracteatus__Rufous_potoo__HLnycBra1__GCA_013396595.1,GCA_013396595.1,Scaffold,33238,380686,
Nyctibius grandis,Great potoo,Nyctibius_grandis__Great_potoo__HLnycGra1__GCA_013368605.1,GCA_013368605.1,Chromosome,23231768,92359233,
Nycticebus bengalensis,Bengal slow loris,Nycticebus_bengalensis__Bengal_slow_loris__HLnycBen1__GCA_023898255.1,GCA_023898255.1,Chromosome,19794679,128767214,11322.0
Nycticebus coucang,slow loris,Nycticebus_coucang__slow_loris__HLnycCou2__GCF_027406575.1,GCF_027406575.1,Chromosome,41197715,135917784,15024.0
Nycticeius humeralis,evening bat,Nycticeius_humeralis__evening_bat__HLnycHum2__GCA_007922795.1,GCA_007922795.1,Scaffold,14267,15095,10219.0
Nycticorax nycticorax,black-crowned night-heron,Nycticorax_nycticorax__black-crowned_night-heron__HLnycNyc1__GCA_023375905.1,GCA_023375905.1,Scaffold,73971,3016563,
Nycticryphes semicollaris,South American painted-snipe,Nycticryphes_semicollaris__South_American_painted-snipe__HLnycSem1__GCA_013400055.1,GCA_013400055.1,Scaffold,74117,702727,
Nyctiprogne leucopyga,Band-tailed nighthawk,Nyctiprogne_leucopyga__Band-tailed_nighthawk__HLnycLeu1__GCA_013399395.1,GCA_013399395.1,Scaffold,28894,190423,
Oceanites oceanicus,Wilsons storm-petrel,Oceanites_oceanicus__Wilsons_storm-petrel__HLoceOce1__GCA_013396615.1,GCA_013396615.1,Scaffold,28090,406319,
Ochotona argentata,Helan Shan pika,Ochotona_argentata__Helan_Shan_pika__HLochArge1__GCA_051943095.1,GCA_051943095.1,Scaffold,33442122,33442122,14810.0
Ochotona curzoniae,black-lipped pika,Ochotona_curzoniae__black-lipped_pika__HLochCur1__GCF_017591425.1,GCF_017591425.1,Scaffold,29562832,33876933,14838.0
Ochotona princeps,American pika,Ochotona_princeps__American_pika__HLochPri4__GCF_030435755.1,GCF_030435755.1,Chromosome,12191025,73962893,14761.0
Octodon degus,degu,Octodon_degus__degu__octDeg1__GCF_000260255.1,GCF_000260255.1,Scaffold,19847,12091372,14233.0
Odobenus rosmarus,walrus,Odobenus_rosmarus__walrus__HLodoRos1,DNA Zoo Consortium,,85053,154349455,14820.0
Odobenus rosmarus divergens,Pacific walrus,Odobenus_rosmarus_divergens__Pacific_walrus__odoRosDiv1__GCF_000321225.1,GCF_000321225.1,Scaffold,89951,2616778,14811.0
Odocoileus hemionus,mule deer,Odocoileus_hemionus__mule_deer__HLodoHem2,DNA Zoo Consortium,,28571243,72141738,13868.0
Odocoileus hemionus hemionus,mule deer,Odocoileus_hemionus_hemionus__mule_deer__HLodoHem1__GCA_004115125.1,GCA_004115125.1,Scaffold,113295,838758,13784.0
Odocoileus virginianus,White-tailed deer,Odocoileus_virginianus__White-tailed_deer__HLodoVirg4__GCF_023699985.2,GCF_023699985.2,Chromosome,21769372,66396233,14568.0
Odontophorus gujanensis,marbled wood quail,Odontophorus_gujanensis__marbled_wood_quail__HLodoGuj1__GCA_013399175.1,GCA_013399175.1,Scaffold,74578,343789,
Oenanthe melanoleuca,eastern black-eared wheatear,Oenanthe_melanoleuca__eastern_black-eared_wheatear__HLoenMel1__GCF_029582105.1,GCF_029582105.1,Chromosome,7795761,69618406,
Oenanthe oenanthe,Northern wheatear,Oenanthe_oenanthe__Northern_wheatear__HLoenOen1__GCA_013399995.1,GCA_013399995.1,Scaffold,44998,507914,
Okapia johnstoni,okapi,Okapia_johnstoni__okapi__HLokaJoh3__GCA_024291935.1,GCA_024291935.1,Chromosome,61700678,102048473,13245.0
Ondatra zibethicus,muskrat,Ondatra_zibethicus__muskrat__HLondZib1__GCA_004026605.1,GCA_004026605.1,Scaffold,73746,89093,14149.0
Onychomys arenicola,Chihuahuan grasshopper mouse,Onychomys_arenicola__Chihuahuan_grasshopper_mouse__HLonyAre1A__GCA_949786405.1,GCA_949786405.1,Chromosome,26219289,108432058,14764.0
Onychomys leucogaster,Northern grasshopper mouse,Onychomys_leucogaster__Northern_grasshopper_mouse__HLonyLeu1__GCA_949786385.1,GCA_949786385.1,Chromosome,19200283,94124810,14663.0
Onychomys torridus,southern grasshopper mouse,Onychomys_torridus__southern_grasshopper_mouse__HLonyTor1__GCA_903995425.1,GCA_903995425.1,Chromosome,2276141,112723509,14284.0
Onychorhynchus coronatus,Tropical royal flycatcher,Onychorhynchus_coronatus__Tropical_royal_flycatcher__HLonyCor1__GCA_013397825.1,GCA_013397825.1,Scaffold,96253,2999088,
Onychostruthus taczanowskii,white-rumped snowfinch,Onychostruthus_taczanowskii__white-rumped_snowfinch__HLonyTac1__GCF_017590055.1,GCF_017590055.1,Scaffold,867338,9074114,
Opisthocomus hoazin,Hoatzin,Opisthocomus_hoazin__Hoatzin__HLopiHoaz2A__GCA_030867145.1,GCA_030867145.1,Chromosome,14274197,80946297,
Orcinus orca,killer whale,Orcinus_orca__killer_whale__HLorcOrc3__GCA_937001465.1,GCA_937001465.1,Chromosome,45583382,114219206,14664.0
Oreamnos americanus,mountain goat,Oreamnos_americanus__mountain_goat__HLoreAme1__GCA_009758055.1,GCA_009758055.1,Scaffold,24510,66616962,12166.0
Oreocharis arfaki,tit berrypecker,Oreocharis_arfaki__tit_berrypecker__HLoreArf1__GCA_013398015.1,GCA_013398015.1,Scaffold,109596,636482,
Oreomystis bairdi,Kauai creeper,Oreomystis_bairdi__Kauai_creeper__HLoreBair1__GCA_049724575.1,GCA_049724575.1,Scaffold,11642057,67255391,
Oreortyx pictus,Mountain quail,Oreortyx_pictus__Mountain_quail__HLorePict1A__GCA_036925125.1,GCA_036925125.1,Scaffold,10592639,58864636,
Oreotragus oreotragus,klipspringer,Oreotragus_oreotragus__klipspringer__HLoreOre1__GCA_006410675.1,GCA_006410675.1,Scaffold,42127,339390,12498.0
Oreotrochilus melanogaster,black-breasted hillstar,Oreotrochilus_melanogaster__black-breasted_hillstar__HLoreMel1__GCA_013400995.1,GCA_013400995.1,,6248,163435,
Orientallactaga bullata,Gobi jerboa,Orientallactaga_bullata__Gobi_jerboa__HLallBul1__GCA_004027895.1,GCA_004027895.1,Scaffold,30651,36308,12073.0
Orientallactaga sibirica,Mongolian five-toed jerboa,Orientallactaga_sibirica__Mongolian_five-toed_jerboa__HLoriSib2__GCA_041429955.1,GCA_041429955.1,Contig,50637186,50637186,14836.0
Origma solitaria,Rockwarbler,Origma_solitaria__Rockwarbler__HLoriSol1__GCA_013397895.1,GCA_013397895.1,Scaffold,99117,1255867,
Oriolus oriolus,Eurasian golden-oriole,Oriolus_oriolus__Eurasian_golden-oriole__HLoriOri1__GCA_013400235.1,GCA_013400235.1,Scaffold,97892,716337,
Ornithorhynchus anatinus,platypus,Ornithorhynchus_anatinus__platypus__HLornAna4__GCF_004115215.2,GCF_004115215.2,Chromosome,15146802,83338043,
Orthonyx spaldingii,northern chowchilla,Orthonyx_spaldingii__northern_chowchilla__HLortSpa1__GCA_013397795.1,GCA_013397795.1,Scaffold,81405,1302835,
Orycteropus afer,Aardvark,Orycteropus_afer__Aardvark__HLoryAfer3A__GCA_054668785.1,GCA_054668785.1,Chromosome,166734673,655437740,15060.0
